id,original_input,gold_reference,bigscience/T0pp,text-davinci-003,gpt-3.5-turbo
3be3de3ca4c87d6511e2334d800623b3e44254872baca99c71252750547fe2fb,"Sir Bradley Wiggins' participation in the inaugural Tour de Yorkshire has been confirmed. The four-time Olympic champion, who left Team Sky after Paris-Roubaix on April 12, will ride for his eponymous team in the May 1 to 3 race, organisers have announced. Wiggins, the 2012 Tour de France winner, was not selected in Team Sky's 2014 squad for the race when it began in Yorkshire. Sir Bradley Wiggins will be riding for his eponymous team at the inaugural Tour de Yorkshire next month . The Tour de Yorkshire, which begins in Bridlington and finishes in Leeds, is a legacy of the Grand Depart and features Steven Burke, Mark Christian, Andy Tennant, Owain Doull and Jon Dibben in Team Wiggins. The quintet are all looking to be team-mates of Wiggins in the four-man, four-kilometre team pursuit at the 2016 Rio de Janeiro Olympics. Marcel Kittel, who won the opening stage of the Tour de France in Harrogate last summer, returns to Yorkshire with his Giant-Alpecin squad. The German sprinter, who has struggled for form in 2015, will be fancied for stage one to Scarborough and stage two from Selby to York, with both routes expected to finish in a sprint. The final Wakefield to Leeds stage is undulating and makes for a thrilling finale. The Team Sky squad is led by Rotherham's Ben Swift and Scot Andy Fenn, while two-time Olympic track champion Ed Clancy, who is from Huddersfield, rides for JLT-Condor. The four-time British Olympic champion left Team Sky after Paris-Roubaix on April 12 .","Sir Bradley Wiggins left Team Sky after Paris-Roubaix on April 12 .
Tour de Yorkshire begins in Bridlington and finishes in Leeds from May 1-3 .
Wiggins' eponymous team is completed by Steven Burke, Mark Christian, Andy Tennant, Owain Doull and Jon Dibben .",Sir Bradley Wiggins will ride in the inaugural Tour de Yorkshire . The four-time Olympic champion left Team Sky after Paris-Roubaix .,"Sir Bradley Wiggins will be riding for his eponymous team at the inaugural Tour de Yorkshire next month, featuring a legacy of the Grand Depart and a team pursuit for the 2016 Rio de Janeiro Olympics. The race includes Marcel Kittel returning with his Giant-Alpecin squad, with the final stage from Wakefield to Leeds promising an exciting finish.","Sir Bradley Wiggins will be riding for his eponymous team at the inaugural Tour de Yorkshire next month, featuring a legacy of the Grand Depart and a team pursuit for the 2016 Rio de Janeiro Olympics. The race includes Marcel Kittel returning with his Giant-Alpecin squad, with Team Sky led by Ben Swift and Andy Fenn."
c9c49d4aab5b92e210d96bfea295dd582991f4aaaa8ab04f9094ef7b771972cb,"Carlisle United manager Keith Curle has launched a scathing attack on his side following their limp 3-1 defeat away at Accrington Stanley, even suggesting that some players 'don't deserve to be professionals.' The Cumbrians are without a win in five games in League Two and are just two places and three points in the table above the relegation zone. 'The strength of character in that changing room is alarmingly week,' Curle said to BBC Radio Cumbria after the match at the Crown Ground. Carlisle United boss Keith Curle has laid into his players following their dismal 3-1 loss at Accrington Stanley . He added, 'You've got to be accountable for yourself and have pride, there are players who can't say they care they put in a performance. They are players who don't deserve to be professionals' Carlisle were relegated from League One last season and have just five games left this term to avoid a similar fate. But Curle was demonstrably cynical as to their chances. 'There's no spirit in this changing room,' he said. The 51-year-old also revealed he was considering staging an open forum for the club's supporters. 'I might get 50 supporters to come down, have an open forum and through (club chairman) Andrew Jenkins they can have half an hour with the players. 'They can tell them exactly what they think of them, and they'll have to take it. Supporters can see when people aren't giving everything for the shirt.'","Carlisle slumped to a 3-1 defeat away at Accrington Stanley .
The team's poor performance prompted a scathing assessment from manager Keith Curle who suggested some of his squad were not fit for purpose .
Carlisle are without a win in five games in League Two and just two places above the relegation zone .
The Cumbrians were relegated from League One last season and are at a serious risk of dropping out of the Football League entirely this term .",Keith Curle has slammed his Carlisle United side following their 3-1 defeat at Accrington Stanley.,"Carlisle United manager Keith Curle criticizes his team for their poor performance, suggesting some players lack professionalism. The team's lack of character and spirit is concerning as they struggle to avoid relegation from League Two. Curle contemplates involving supporters in an open forum to address player accountability and effort.","Carlisle United manager Keith Curle criticizes his team for their poor performance and lack of character after a 3-1 defeat at Accrington Stanley. He questions the professionalism and commitment of some players, expressing concern over the team's chances of avoiding relegation. Curle considers organizing an open forum for supporters to voice their opinions directly to the players."
b3b962590a44507c0df24b3ce6f9e07aa7d771567dbaf23a5de371d8ae460f50,"A family pooch received an interesting make-over when it came back from the groomers looking less like a domesticated pet and more like a wild cat. The dog named Stains had its coat trimmed to resemble a lion when its owners sent it to the groomers. According to the dog’s owner, Stains is a sheep-herding breed and his thick coat, which is best suited for colder climates, had become uncomfortable in the recent sunshine. The dog's owner looks down and laughs while filming his pet Stains, but initially it is hard to see why . It was at this point that its owner decided that what the dog really needed was a new look and opted to have half its coat shaved. Capturing his artistic vision on camera, Stains’ owner laughs hysterically while videoing his pet sitting alongside two other dogs at home. At first everything appears to be in order until the dog gets up and walks into another room, prompting the video maker to laugh even harder. Stains' coat was cut to resemble a lion's when its owners sent it to the groomers to get a trim . The filmmaker laughs throughout the video and the other dogs in the house approach Stains as if checking out his new look . Shaved from the front legs back, the dog boasts a voluminous mane around its head and neck and looks somewhat majestic. Similar to a lion, the dog’s tail remains unshaved apart from the very top of it, while the pooch’s overall colouring also helps create the illusion. Unsure as to why its owner is reacting in such a way, the dog continues to wander around the house. Similar to a lion, the dog’s tail remains unshaved apart from the very top of it . The dog boasts a voluminous mane around its head and neck and looks somewhat majestic . Adding further humour to the situation, the other dogs approach Stains as if checking out the new look. The video concludes with the dog walking over to its bowl and having a drink of water while its owner stands over it and continue to laugh.","The dog named Stains required a cut because of the warm weather .
Owner decided pet pooch needed a new look and got it cut like lion .
Video captures the owner laughing hysterically while filming results .",A dog was given a wild makeover after its owner took it to a groomer.,"The dog named Stains received a lion-like makeover at the groomers, with its coat trimmed to resemble a wild cat. Stains' owner filmed the dog's new look, showcasing a voluminous mane and a tail left unshaved, creating a majestic appearance that amused both the owner and the other dogs in the house.","The dog named Stains received a lion-like makeover at the groomers, with its coat trimmed to resemble a wild cat. Stains' owner captured the humorous moment on camera as the dog flaunted its new look, complete with a voluminous mane and other dogs checking out the transformation."
edefbb23b55e0577c11d514e16be02d01de2f3b02f30d748c3a1e219e4ffb180,"A man had to be airlifted to the hospital after being bit by a shark Friday afternoon while spearfishing on the coast of Florida. The bull shark took a bite out of his back, torso and head, according to witnesses in Palm Beach, Florida. Blood covered the boat which was anchored off the Jupiter Inlet, a hot spot for fishing. Horrific: This is the man who was bitten by a shark on the right side of his head as well as his back and torso . The victim, who has not been identified, was airlifted to St Mary's Medical Center's trauma unit. An update on his condition wasn't immediately available. The man had a cobia fish and sling-type spears aboard the boat, where he was fishing with a man and a woman, who both spoke Spanish. 'He was bleeding quite a bit,' witness Peter Pinello told WPBF. 'It looks like a shark had gotten him in the torso. You could see his wetsuit was embedded in it, and it looked like it took a good chunk of it out.' The man was spearfishing off Jupiter Inlet when he was bitten, according to ABC affiliate WPBF-TVin West Palm Beach. Pinello told WPBF he saw the victim when he was being brought back to shore. Palm Beach County Fire Rescue Battalion Chief John Vanek told WPBF that the victim was bitten on the head but was conscious when he was flown to the hospital. Bull sharks are common near the coast, particularly in Florida, with a preference for water less than 100 feet deeo. They target their prey in murky water where they are not easily visible. According to a study on the behavior of sharks at the Philadelphia College of Pharmacy and Science, bull sharks are attracted to colorful clothing - but have the ability to recognize brightly-colored netted traps.","Victim had been fishing off Palm Beach's Jupiter Inlet when he was bitten .
Witnesses said blood covered the boat, he was bitten in the head .
Unidentified victim was conscious when he was airlifted to hospital .",A man was airlifted to the hospital after being bit by a shark Friday afternoon while spearfishing off the coast of Florida.,"A man was airlifted to the hospital after being bitten by a bull shark while spearfishing off the coast of Florida. The shark attacked the victim's back, torso, and head, causing significant injuries. Bull sharks, common in Florida waters, are attracted to colorful clothing but can recognize brightly-colored netted traps.","A man was airlifted to the hospital after being bitten by a bull shark while spearfishing in Florida. The shark attacked his back, torso, and head, causing significant injuries. The victim's condition post-incident remains unknown."
5c1c18e0c3d006d1f91e1e871380eb19d162062f34bc5d2bec208a5bee50915e,"Ronny Deila has admitted Celtic will enter the Champions League qualifiers minus defender Jason Denayer. The SPFL young player of the month for March, 19-year-old Denayer is wanted back at parent club Manchester City for a pre-season assessment. Keen to pursue a first-team breakthrough after making his international debut for Belgium last month, doubts over the future of Manuel Pellegrini may yet hand the Parkhead the chance of a second loan deal. Jason Denayer (left) is wanted back by Manchester City for pre-season to be assessed by their staff . But Deila admits that won’t happen in time for the first Champions League qualifier on July 16. ‘City want Jason back for pre-season to see what kind of level he is at and where he stands and get the group together and maybe he will be loaned out again or he will stay. That is up to Jason and the manager,’ Deila explained. ‘We will see what happens - but it is very hard just now. We will look for a central defender anyway, one maybe two.’ Ronny Deila confirmed that the defender would be missing for the Champions League qualifers in July . Denayer remains non-committal on the prospect of an extended loan deal and added: ‘I only try to focus my mind on what is happening at Celtic and try to do my best for them. I always try to give my best level for Celtic, that’s what I need to do if I’m to reach the highest level in football . ‘I haven’t spoken to Patrick Vieira or anyone at City but I hope they are happy with my progress. ‘I feel that I have improved a lot from the start of the season, I’m a more mature player and my style of play is also different from when I first arrived. ‘Some of the strikers I come up against in Scotland are big and strong. They are big and a bit different to what I have been used to but I have improved with every game.’ Denayer has been an instant hit at the club and formed a formidable partnership with Virgil van Dijk .","Ronny Deila confirms Jason Denayer won't play in Champions League .
The defender is to report for pre-season training with Manchester City .
Deila admitted that he would like to see Denayer return to Celtic .
CLICK HERE for all the latest Celtic news .",Celtic manager Ronny Deila has confirmed Jason Denayer will miss the Scottish champions' Champions League qualifier against Hamilton Academical on Wednesday. The 21-year-old Belgian defender suffered a hamstring injury in training on Monday and will miss the Scottish Premiership match at Ibrox. Deila said: 'Jason is injured. He's not going to play against Hamilton.' Celtic face the Scottish champions at Ibrox on Wednesday in the first leg of their Champions League qualifier .,"Celtic will be without defender Jason Denayer for the Champions League qualifiers as Manchester City wants him back for pre-season assessment. Denayer's future remains uncertain, with the possibility of a second loan deal, while Celtic looks to secure a central defender for the upcoming matches.","Celtic will be without defender Jason Denayer for the Champions League qualifiers as Manchester City wants him back for pre-season assessment. Denayer's future remains uncertain, with the possibility of a second loan deal, but Celtic is looking for alternative central defenders."
18cea25e7ea894effe42d77f7c6ea2e82f1da3e9e6d5e71f014aa7ba309e42b5,"(CNN)Lady Antebellum singer Hillary Scott's tour bus caught fire on a Texas freeway Thursday morning, but everyone on board was safely evacuated. Michael Barnett captured dramatic video of the fire, on Interstate 30 just northeast of Dallas, and uploaded it to CNN iReport. Smoke and flames poured from the rear of the bus as traffic slowed to a crawl and Barnett slowly approached in his vehicle. As he drew closer to the bus, Barnett decided to stop filming because he didn't know what to expect. ""It was shocking,"" he said. ""I didn't know what I was about to see. I didn't know if anyone was hurt."" Barnett said he didn't realize at the time that the bus belonged to the country band. Hillary Scott, co-lead singer for the band, posted a photo of the charred bus on Instagram and noted that she, her husband, the tour manager and the driver were all evacuated safely. ""Thanking God for our safety and the safety of all of those who helped put this fire out and keep us safe,"" she wrote. The tour manager told CNN affiliate KTVT that the bus stopped after a rear tire blew out. It burst into flames after everyone had gotten off. Scott also posted an Instagram photo and message saying that the fire destroyed everything in the bus's back lounge except her Bible. The band's two other members, Charles Kelley and Dave Haywood, were not traveling on the bus, KTVT reported. Lady Antebellum is set to perform at the 50th Academy of Country Music Awards on Sunday in Arlington, Texas.","Country band Lady Antebellum's bus caught fire Thursday on a Texas freeway .
A CNN iReporter captured the dramatic scene on video .
Singer Hillary Scott shared a pic of the charred bus on Instagram .",Lady Antebellum's tour bus caught fire on a Texas freeway Thursday morning .,"Lady Antebellum singer Hillary Scott's tour bus caught fire on a Texas freeway, but all passengers were safely evacuated. Dramatic video captured the incident, showing smoke and flames pouring from the bus. Despite the destruction, Scott expressed gratitude for their safety and the preservation of her Bible in the fire.","A tour bus carrying Lady Antebellum singer Hillary Scott caught fire on a Texas freeway, but all passengers were safely evacuated. The fire was caused by a blown-out rear tire, resulting in the destruction of the bus's back lounge except for Scott's Bible. Despite the incident, the band members are safe and preparing for their upcoming performance at the Academy of Country Music Awards."
d11e287f43b8a26b7db0dbf293661381c0b80d05ee6460b95c207b06c55f5a54,"It looks as though everything is going swimmingly for Floyd Mayweather Jnr as he continues his Manny Pacquiao mega-fight preparations. Mayweather Jnr caused a splash as he took to the pool before completing a few lengths as his trainer looked on during his Sunday session. The video posted to his Instagram also shows the 38-year-old boxer testing his muscles against the resistance of the water as he continues his impressive training routine. Floyd Mayweather Jnr took to the swimming pool to continue his mega-fight preparations . The boxer enjoyed a few laps of the swimming pool before doing some underwater resistance training . Mayweather Jnr continued his pre-fight preparations by doing a few lengths of a swimming pool . Mayweather Jnr's trainer looks on as the boxer finishes his swimming routine ahead of mega-fight . On Saturday Filipino-fighter Pacquiao tested his fitness against the steepness of some mountain roads. It is now less than a month until both boxers meet in Las Vegas for what is being dubbed as the richest fight in boxing history. The fight on May 2 is expected to break the pay-per-view record of $152million set by that fight in 2013, and is also expected to surpass the 2.5 million buys that Mayweather's fight against Oscar De La Hoya accumulated in 2007. Manny Pacquiao trains with his team at Griffith Park in Los Angeles, California ahead of the mega-fight . Pacquiao and his team do some stretches after climbing to the mountain's summit during a training sessio . Pacquiao took to the mountains as he prepares to take on Floyd Mayweather Jnr in May .","Floyd Mayweather Jnr hit the swimming pool as he continued his training .
Boxer did laps of the pool as well as water resistance muscle work .
Mayweather Jnr is training ahead of mega-fight with Manny Pacquiao .
It is now less than a month before boxing duo meet in Las Vegas .",Floyd Mayweather Jnr is in good spirits as he continues his Manny Pacquiao mega-fight preparations.,"Floyd Mayweather Jnr and Manny Pacquiao are intensively preparing for their mega-fight in Las Vegas. Mayweather Jnr showcased his swimming pool training routine, while Pacquiao focused on mountain road fitness tests. The upcoming fight is anticipated to break pay-per-view records and surpass previous boxing event statistics.","Floyd Mayweather Jnr and Manny Pacquiao are intensively preparing for their upcoming mega-fight in Las Vegas. Mayweather Jnr engaged in swimming pool training with underwater resistance, while Pacquiao focused on fitness by climbing mountain roads. The highly anticipated fight on May 2 is expected to break records in pay-per-view sales and viewership."
c539b6f514ba77b89dabceb88ad755c7a6f65f0e5495f1618ec7513cf367f0a0,"A nurse screamed with joy and then burst into tears as her paralyzed patient suddenly got up out of her wheelchair and walked towards her. Bailey Murrill, of Denton in Texas, had been inexplicably paralyzed for 11 days and was being cared for in hospital. She had regained feeling and movement in her legs and when her favorite nurse came on shift decided to surprise her by getting up out of her chair. Scroll down for video . Bailey Murrill surprised her shocked favorite nurse when she got up and stood on her own for the first time after being inexplicably paralyzed for 11 days and cared for by the woman while she was in hospital . The nurse is clearly shocked as she screams before she grabs Bailey and hugs her tightly. Both then burst into tears as other staff look on in the corridor. The child's nurse says: 'I told you, just keep that faith.' The video was filmed by Bailey's mother Becky Murrill to capture the moment her daughter surprised her nurse by walking again. She had been taken into hospital after she lost all feeling from the waist down and took 11 days to recover. The reasons for Bailey's unexpected paralysis are not known. Bailey Murrill's favorite nurse came to see her, after caring for her when she was paralysed for 11 days . The child had been walking earlier that day and decided to surprise her nurse who screamed (left) and then hugged and rocked her young patient (right) after she saw her get up and stand for the first time . She wrote in the description: 'The day before Bailey still had no feeling or movement in her legs. I want to thank everyone for their prayers, blessings, and support through this.' The video, entitled 'Love our nurses!', has been viewed more than 1million times. Ms Murrill initially posted the video on Facebook where it had more than 340,000 views and then decided to share it on YouTube. She had almost 200 friend requests after posting it on her Facebook page. On the mend: Bailey Murrill, pictured, is now able to walk again but the cause of her paralysis is not known .","Bailey Murrill became inexplicably paralyzed, losing all feeling in her legs .
She was in hospital for 11 days being cared for by her favorite nurse .
Bailey regained feeling again and was able to stand, surprising her nurse .
Pair hug and burst into tears in heartwarming video filmed by her mother .",Nurse bursts into tears as her paralyzed patient suddenly gets up out of her wheelchair and walks towards her.,"A nurse is surprised and emotional as her paralyzed patient, Bailey Murrill, suddenly stands up and walks after being inexplicably paralyzed for 11 days. The heartwarming moment was captured on video and shared online, garnering over 1 million views. Bailey's recovery and the nurse's reaction showcase the power of faith and support in overcoming challenges.","A nurse is surprised and emotional as her paralyzed patient, Bailey Murrill, suddenly stands up and walks after being inexplicably paralyzed for 11 days. The heartwarming moment was captured on video and shared online, garnering over 1 million views. Bailey's recovery and the nurse's reaction showcase the power of faith and support in overcoming challenges."
6bc6b8569620374c8ecd06f85af54c9098ee8ff34ffe8c050cc925d4b0d5fe75,"(CNN)He's been part of a wildly popular superhero team since its very beginning. But there's something we never knew about Bobby Drake, aka Iceman of the X-Men. Wednesday's issue of ""All-New X-Men"" No. 40 reveals the truth: Bobby is gay. ""There are thousands if not millions of stories of people who, for many different reasons, felt the need to hide their sexuality,"" Brian Michael Bendis, who wrote the issue, said in a statement to CNN. ""The X-Men, with the conceit of time travel, give us a fascinating platform in which to examine such personal journeys. This is just the first little chapter of a much larger story that will be told."" Iceman's outing happens in an unusual manner. In the ""All-New X-Men"" storyline, members of the X-Men team travel to the past, as younger versions of themselves. Mind-reading mutant Jean Grey (also an X-Men original) asks Bobby why he calls women ""hot,"" when she knows he is gay. In comic book pages provided to CNN, Bobby doesn't immediately acknowledge that she is telling the truth. The character of Iceman is perhaps best known for his appearances in many of the ""X-Men"" films, as well as the 1981 animated series ""Spider-Man and His Amazing Friends."" The ""X-Men"" series of comics have long been progressive in terms of diversity, with a black female character, Storm, appearing in the 1970s, and the first gay mainstream comic book character, Northstar (who later married in the pages). DC Comics has also had prominent gay characters in recent years, like Batwoman and the original Green Lantern of Earth 2. Catwoman recently came out as bisexual, and Harley Quinn is portrayed that way as well. Bendis further shared his thoughts on Twitter about the attention surrounding the story when it leaked on Tuesday: ""i swear on my dogs, i wanted the issue to come out and just be. no press. no sensational headlines. no leaks. oh, well...""","""X-Men"" original character Bobby ""Iceman"" Drake is revealed to be gay in latest issue .
""All-New X-Men"" No. 40 has psychic Jean Grey discovering Drake's sexuality .
Iceman has been in Marvel Comics for over 50 years .",The Hulk is a surprisingly normal guy who has a secret identity .,"The comic book issue ""All-New X-Men"" No. 40 reveals that the character Bobby Drake, aka Iceman of the X-Men, is gay, marking a significant moment in the superhero's storyline. This revelation is part of a larger narrative exploring personal journeys and diversity within the X-Men universe, showcasing the ongoing evolution of representation in mainstream comics.","The X-Men character Iceman is revealed to be gay in ""All-New X-Men"" No. 40, marking a significant moment in comic book history. This revelation is part of a larger story exploring personal journeys and diversity within the X-Men universe, showcasing the ongoing evolution of representation in mainstream comics."
e19b5de6e0a8ee66aa4fac6aad1b16aee9595413b838642ca9440b787dbaad91,"Hong Kong (CNN)Six people were hurt after an explosion at a controversial chemical plant in China's southeastern Fujian province sparked a huge fire, provincial authorities told state media. The plant, located in Zhangzhou city, produces paraxylene (PX), a reportedly carcinogenic chemical used in the production of polyester films and fabrics. The blast occurred at an oil storage facility Monday night after an oil leak, though local media has not reported any toxic chemical spill. Five out of six people were injured by broken glass and have been sent to the hospital for treatment, Xinhua news agency reported. More than 600 firefighters were sent to battle the blaze and the fire is now under control, the Zhangzhou fire department wrote on their official microblogging account Tuesday morning. Residents living close to the plant had heard the explosion and took to Weibo to post photos of the fire. One user wrote that he heard a loud blast and felt slight tremors. The plant was hit by another explosion in July 2013, although there were no reports of casualties or toxic leaks at the time. Though demonstrations are illegal in China, the construction of PX plants has sparked protests, which have occasionally turned violent, in several cities in recent years. The Zhangzhou plant was slated for Xiamen -- a densely populated city in the southeast of the country. However, it provoked an angry backlash in 2007 due to pollution concerns and prompted the local government to relocate the factory to its current, more remote location.","A blast rocks a chemical plant in China's southeastern Fujian province for the second time in two years .
Six were injured after the explosion and are being hospitalized .
The explosion was triggered by an oil leak, though local media has not reported any toxic chemical spills .",Six hurt in chemical plant blast in China .,"An explosion at a chemical plant in China's Fujian province injured six people, with the plant producing paraxylene (PX), a potentially carcinogenic chemical. The blast, caused by an oil leak, led to a massive fire that was contained by over 600 firefighters. Despite previous protests against PX plants in China, the Zhangzhou plant faced backlash in 2007, prompting its relocation to a more remote area.","An explosion at a chemical plant in China's Fujian province injured six people, with the plant producing paraxylene (PX), a potentially carcinogenic chemical. The blast, caused by an oil leak, led to a massive fire that was contained by over 600 firefighters. Despite previous protests against PX plants due to pollution concerns, the Zhangzhou plant remains operational in a remote location."
bd13141dad2cfa9390ccc463866b7e179b0656153e566db174cc97e004333f0f,"Darren Bent has revealed an Aston Villa return this summer could be on the cards and discussions have taken place. The former England striker, on loan at Derby County, also said Villa were ‘100 per cent’ correct to sack Paul Lambert. Bent, 31, praised Tim Sherwood, who he knows from Tottenham Hotspur, and opened the door on a shock continuation of his Villa Park career even after his contract expires in June. Darren Bent has scored seven goals on loan in the Championship with promotion-chasing Derby . Paul Lambert was sacked by Aston Villa in February after two-and-a-half seasons at the club . ‘There have been conversations with Villa regarding the future and I need to have a think about things in the summer,’ Bent told the Daily Telegraph. ‘I’m not ruling out going back, just like I wouldn’t rule out staying at Derby because they have given me a lifeline to play football and score goals again. We will have to look at it. ‘A club that size should not have had the seasons we’ve had for the last couple of seasons. I enjoyed the first few years but Paul Lambert came in and it all changed, it all went downhill for me from there. ‘He made those decisions but ultimately he’s not there any more and I think it was 100 per cent right, the best thing for the football club. Bent endured a frustrating time at Villa Park while Lambert was in charge as he was left on the sidelines . Tim Sherwood has inspired at mini-revival at Villa Park since taking over earlier this year . ‘I know Tim Sherwood from Tottenham, he’s an unbelievable motivator and it’s the perfect job for him.’ Bent, who has scored seven goals since going on loan to Derby, also praised Steve McClaren as one of the best managers he has played under. ‘He’s being linked with Sunderland and Newcastle and that shows you how good he is,’ Bent added. ‘Whether we get promoted or not, we’ll definitely be trying to hold on to him this summer. He’s up there with the best of them.’","Darren Bent currently on loan at Derby County from Aston Villa .
Former England striker was frozen out at Villa under Paul Lambert .
Bent now says he could be back next season having had 'discussions'
Bent worked with manager Tim Sherwood at Tottenham .","Darren Bent has revealed an Aston Villa return this summer could be on the cards and discussions have taken place. The former England striker, on loan at Derby County, has scored four goals in 16 appearances for the Rams.","Darren Bent discusses a potential Aston Villa return, praises Tim Sherwood, and reflects on Paul Lambert's sacking. Bent, currently on loan at Derby County, hints at a possible continuation of his career at Villa Park despite his contract expiring in June.","Darren Bent discusses a potential Aston Villa return, praises Tim Sherwood, and reflects on Paul Lambert's sacking. Bent, currently on loan at Derby County, hints at a possible continuation of his career at Villa Park despite his contract expiring in June."
206b28991eeb179c580d8b004befe8cd96fec68a1f6914f8d72e7ee4b1fa5a13,"Shay Given will keep his place in Aston Villa's side for the FA Cup final at Wembley against Arsenal - and is putting Brad Guzan under pressure for the No 1 jersey in the Premier League. Guzan was said to be hurting after missing out on the semi-final victory over Liverpool, but understood Tim Sherwood's decision to keep faith in the competition with the Republic of Ireland goalkeeper. Given's performances in the FA Cup have given Sherwood plenty to consider as the Villa manager looks to pick up the points required to stay in the top-flight, beginning with a trip to Manchester City on Saturday evening. Shay Given celebrates Aston Villa's 2-1 victory against Liverpool in the FA Cup semi-final at Wembley . Villa goalkeeper Brad Guzen lost out to Given for the Liverpool clash and is set to lose out again for the final . 'Shay comes in every day and trains hard,' said goalkeeping coach Tony Parks. 'He's fully behind Guz when he plays in the league team and he puts pressure on him. If Guz isn't playing well then Shay will be back in the team. 'The reverse comes in the cup. Brad hurts, Brad wants to play at Wembley in the semi-final but like he said to me, it's all about the bigger picture. 'He understands that Shay has earned the right to play in these games and that Shay has earned the right to stay in the team for the Cup final. I don't see that really being a question.' Given's recent performances have given Villa boss Tim Sherwood plenty to ponder overt the coming weeks .","Aston will face Arsenal in the FA Cup final at Wembley on May 30 .
Shay Given started for Villa in their 2-1 semi-final victory against Liverpool .
Villa travel to the Etihad to play Manchester City on Saturday .","Aston Villa keeper Shay Given will start the FA Cup final against Arsenal at Wembley on Saturday . Given has been in fine form this season, helping Villa to the League Cup final .","Shay Given's strong performances have secured his place in Aston Villa's side for the FA Cup final, putting pressure on Brad Guzan for the No 1 jersey in the Premier League. Given's consistency and form have given Villa manager Tim Sherwood important decisions to make as they aim to secure points to remain in the top-flight, starting with a crucial match against Manchester City.","Shay Given's strong performances have secured his place in Aston Villa's side for the FA Cup final, putting pressure on Brad Guzan for the No 1 jersey in the Premier League. Given's consistency and form have given Villa manager Tim Sherwood important decisions to make as they aim to secure points to remain in the top-flight, starting with a crucial match against Manchester City."
6592fa01c3f414a639586aae6a2cba5ddc793dc3b4c72c1b3c4451e0309052ba,"Thousands of live earthworms have been falling from the sky in Norway - a rare phenomenon being reported across large swathes of the south of the country. A biology teacher discovered the worms on the surface of the snow while he was skiing in the mountains near Bergen at the weekend. Numerous reports have been coming in after he told his story, and there have been sightings of worm rainfall. Worm rainfall: Karstein Erstad took this photograph of the worms he discovered in the snow on Sunday . Teacher Karstein Erstad told Norwegian news website The Local: 'When I found them on the snow they seemed to be dead, but when I put them in my hand I found that they were alive.' Initially he thought they had wiggled their way through the snow, but dismissed this when he realised it was up to a metre deep in some places. Following Mr Erstad's discovery on Sunday, there have been similar reports in southern Norway and sightings of worm rainfall in Lindås and Suldal near Bergen, and also hundreds of miles away in Femunden. The biology teacher told The Local: 'It’s a very rare phenomenon. 'It’s difficult to say how many times it happens, but it has only been reported a very few times.' After Mr Erstad found the worms on Sunday, there have been multiple reports or worm rainfall in Norway . He said he found reports of the same strange phenomenon taking place in Sweden in the 1920s. In 2011, a group of pupils playing football at a school in Scotland witnessed worms falling from the sky. The students at Galashiels Academy in Selkirkshire had to abandon their game when the invertebrates began falling on them. According to the Mother Nature Network, some incidents of creatures falling from the sky have taken place after tornadoes and storms and scientists think they could have been picked up and carried for miles.","Teacher Karstein Erstad found thousands of live worms on top of the snow .
There have been  reports of worm rainfall in Norway following his report .
Mr Erstad says the 'very rare phenomenon' happened in Sweden in 1920s .",Thousands of earthworms falling from the sky in Norway,"Live earthworms falling from the sky in Norway, a rare phenomenon reported in the south of the country, with sightings of worm rainfall in various locations. Biology teacher Karstein Erstad discovered the worms on the snow, sparking multiple reports of the unusual event. Instances of creatures falling from the sky, like worms, have been linked to tornadoes and storms, potentially carrying them for miles.","Live earthworms falling from the sky in Norway, a rare phenomenon, have been reported in various locations in the south of the country. The discovery by a biology teacher skiing near Bergen led to multiple reports of worm rainfall in different areas, with similar occurrences noted in Sweden in the past and Scotland in 2011. Scientists speculate that such events could be linked to tornadoes and storms, carrying the creatures over long distances."
545f63c989abb538ff24abcfc259a800bbe21520bc270b8c5a255dcaefb027a3,"A 23-month-old girl in  died after her father struck her with a pickup truck when he didn't see that she was in the driveway, police have said said. Police were called to the scene in the North Las Vegas neighborhood at about 11.30am on Thursday, police spokesman Aaron Patty said. The father, 24, and other family members inside did not know that the toddler, who later died at University Medical Hospital, had gotten out of the house and on to the driveway, police said. A 23-month-old toddler was killed after her father, who didn't know she was in the driveway, struck her with a pickup truck just days before her second birthday . The father and other family members say that they did not know the toddler was in the driveway. The incident was deemed an accident . The incident was deemed an accident and no charges will be filed, according to the Las Vegas Review-Journal. The girl was going to turn two this weekend, according to KLAS. No names have been released of the father, toddler or the family members who were at the house. The names of the father, toddler and family members who were at the house have not been released to the public .","Police were called to the North Las Vegas neighborhood at about 11.30am on Thursday .
Father and other family members did not know toddler was in the driveway .
The incident was deemed an accident and no charges were filed .
The toddler died in the hospital just days before her second birthday .","A 23-month-old girl in died after her father struck her with a pickup truck when he didn't see that she was in the driveway, police have said.","A 23-month-old girl tragically died after her father accidentally struck her with a pickup truck in their driveway in North Las Vegas. The father and other family members were unaware that the toddler had left the house, leading to the fatal accident. No charges were filed as the incident was deemed an accident.","A 23-month-old girl tragically died after her father accidentally struck her with a pickup truck in their driveway in North Las Vegas. The incident, deemed an accident, occurred just days before the toddler's second birthday, and no charges will be filed."
